edge_id,source,target,direction,kind,verdict,confidence,reviewer,reviewed_at,reason_len,reason
ae-MIS-MEM-022->ATOM-MEM-PERF-002::prop-1,MIS-MEM-022,ATOM-MEM-PERF-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:41,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-022->ATOM-MEM-PERF-002::prop-2,MIS-MEM-022,ATOM-MEM-PERF-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:42,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-023->ATOM-MEM-ALLOC-001::prop-1,MIS-MEM-023,ATOM-MEM-ALLOC-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:42,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-023->ATOM-MEM-ALLOC-001::prop-2,MIS-MEM-023,ATOM-MEM-ALLOC-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:43,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-023->ATOM-MEM-ALLOC-001::prop-3,MIS-MEM-023,ATOM-MEM-ALLOC-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:43,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-023->ATOM-MEM-ALLOC-001::prop-4,MIS-MEM-023,ATOM-MEM-ALLOC-001::prop-4,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:44,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-023->ATOM-MEM-PERF-002::prop-1,MIS-MEM-023,ATOM-MEM-PERF-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:45,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-023->ATOM-MEM-PERF-002::prop-2,MIS-MEM-023,ATOM-MEM-PERF-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:45,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-024->ATOM-MEM-SHARED-001::prop-1,MIS-MEM-024,ATOM-MEM-SHARED-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:46,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-024->ATOM-MEM-SHARED-001::prop-2,MIS-MEM-024,ATOM-MEM-SHARED-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:46,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-024->ATOM-MEM-SHARED-001::prop-3,MIS-MEM-024,ATOM-MEM-SHARED-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:47,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-024->ATOM-MEM-UNIQUE-001::prop-1,MIS-MEM-024,ATOM-MEM-UNIQUE-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:48,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-024->ATOM-MEM-UNIQUE-001::prop-2,MIS-MEM-024,ATOM-MEM-UNIQUE-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:48,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-024->ATOM-MEM-UNIQUE-001::prop-3,MIS-MEM-024,ATOM-MEM-UNIQUE-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:49,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-024->ATOM-MEM-UNIQUE-002::prop-1,MIS-MEM-024,ATOM-MEM-UNIQUE-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:49,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-024->ATOM-MEM-UNIQUE-002::prop-2,MIS-MEM-024,ATOM-MEM-UNIQUE-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:50,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-024->ATOM-MEM-UNIQUE-002::prop-3,MIS-MEM-024,ATOM-MEM-UNIQUE-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:50,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-025->ATOM-MEM-NEW-001::prop-1,MIS-MEM-025,ATOM-MEM-NEW-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:51,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-025->ATOM-MEM-NEW-001::prop-2,MIS-MEM-025,ATOM-MEM-NEW-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:52,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-025->ATOM-MEM-NEW-001::prop-3,MIS-MEM-025,ATOM-MEM-NEW-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:52,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-025->ATOM-MEM-UNIQUE-002::prop-1,MIS-MEM-025,ATOM-MEM-UNIQUE-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:53,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-025->ATOM-MEM-UNIQUE-002::prop-2,MIS-MEM-025,ATOM-MEM-UNIQUE-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:53,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-025->ATOM-MEM-UNIQUE-002::prop-3,MIS-MEM-025,ATOM-MEM-UNIQUE-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:54,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-026->ATOM-MEM-SHARED-001::prop-1,MIS-MEM-026,ATOM-MEM-SHARED-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:54,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-026->ATOM-MEM-SHARED-001::prop-2,MIS-MEM-026,ATOM-MEM-SHARED-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:55,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-026->ATOM-MEM-SHARED-001::prop-3,MIS-MEM-026,ATOM-MEM-SHARED-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:56,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-026->ATOM-MEM-SHARED-002::prop-1,MIS-MEM-026,ATOM-MEM-SHARED-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:56,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-026->ATOM-MEM-SHARED-002::prop-2,MIS-MEM-026,ATOM-MEM-SHARED-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:57,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-026->ATOM-MEM-SHARED-002::prop-3,MIS-MEM-026,ATOM-MEM-SHARED-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:57,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-026->ATOM-MEM-WEAK-001::prop-1,MIS-MEM-026,ATOM-MEM-WEAK-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:58,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-026->ATOM-MEM-WEAK-001::prop-2,MIS-MEM-026,ATOM-MEM-WEAK-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:59,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-026->ATOM-MEM-WEAK-001::prop-3,MIS-MEM-026,ATOM-MEM-WEAK-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:59,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-027->ATOM-MEM-LEAK-001::prop-1,MIS-MEM-027,ATOM-MEM-LEAK-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:00,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-027->ATOM-MEM-LEAK-001::prop-2,MIS-MEM-027,ATOM-MEM-LEAK-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:00,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-027->ATOM-MEM-LEAK-001::prop-3,MIS-MEM-027,ATOM-MEM-LEAK-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:01,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-027->ATOM-MEM-SHARED-001::prop-1,MIS-MEM-027,ATOM-MEM-SHARED-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:01,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-027->ATOM-MEM-SHARED-001::prop-2,MIS-MEM-027,ATOM-MEM-SHARED-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:02,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-027->ATOM-MEM-SHARED-001::prop-3,MIS-MEM-027,ATOM-MEM-SHARED-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:02,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-027->ATOM-MEM-WEAK-001::prop-1,MIS-MEM-027,ATOM-MEM-WEAK-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:03,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-027->ATOM-MEM-WEAK-001::prop-2,MIS-MEM-027,ATOM-MEM-WEAK-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:04,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-027->ATOM-MEM-WEAK-001::prop-3,MIS-MEM-027,ATOM-MEM-WEAK-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:04,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-028->ATOM-MEM-ALLOC-001::prop-1,MIS-MEM-028,ATOM-MEM-ALLOC-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:05,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-028->ATOM-MEM-ALLOC-001::prop-2,MIS-MEM-028,ATOM-MEM-ALLOC-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:05,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-028->ATOM-MEM-ALLOC-001::prop-3,MIS-MEM-028,ATOM-MEM-ALLOC-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:06,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-028->ATOM-MEM-ALLOC-001::prop-4,MIS-MEM-028,ATOM-MEM-ALLOC-001::prop-4,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:06,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-028->ATOM-MEM-PERF-002::prop-1,MIS-MEM-028,ATOM-MEM-PERF-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:07,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-028->ATOM-MEM-PERF-002::prop-2,MIS-MEM-028,ATOM-MEM-PERF-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:08,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-028->ATOM-MEM-PERF-003::prop-1,MIS-MEM-028,ATOM-MEM-PERF-003::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:08,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-028->ATOM-MEM-PERF-003::prop-2,MIS-MEM-028,ATOM-MEM-PERF-003::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:09,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-028->ATOM-MEM-PERF-003::prop-3,MIS-MEM-028,ATOM-MEM-PERF-003::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:09,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-029->ATOM-MEM-PERF-001::prop-1,MIS-MEM-029,ATOM-MEM-PERF-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:10,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-029->ATOM-MEM-PERF-001::prop-2,MIS-MEM-029,ATOM-MEM-PERF-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:10,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-029->ATOM-MEM-PERF-003::prop-1,MIS-MEM-029,ATOM-MEM-PERF-003::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:11,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-029->ATOM-MEM-PERF-003::prop-2,MIS-MEM-029,ATOM-MEM-PERF-003::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:12,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-029->ATOM-MEM-PERF-003::prop-3,MIS-MEM-029,ATOM-MEM-PERF-003::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:12,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-030->ATOM-MEM-ALLOC-001::prop-1,MIS-MEM-030,ATOM-MEM-ALLOC-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:13,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-030->ATOM-MEM-ALLOC-001::prop-2,MIS-MEM-030,ATOM-MEM-ALLOC-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:13,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-030->ATOM-MEM-ALLOC-001::prop-3,MIS-MEM-030,ATOM-MEM-ALLOC-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:14,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-030->ATOM-MEM-ALLOC-001::prop-4,MIS-MEM-030,ATOM-MEM-ALLOC-001::prop-4,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:14,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-030->ATOM-MEM-ALLOC-002::prop-1,MIS-MEM-030,ATOM-MEM-ALLOC-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:15,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-030->ATOM-MEM-ALLOC-002::prop-2,MIS-MEM-030,ATOM-MEM-ALLOC-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:15,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-030->ATOM-MEM-ALLOC-002::prop-3,MIS-MEM-030,ATOM-MEM-ALLOC-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:16,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-LEAK-001::prop-1,MIS-MEM-031,ATOM-MEM-LEAK-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:17,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-LEAK-001::prop-2,MIS-MEM-031,ATOM-MEM-LEAK-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:17,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-LEAK-001::prop-3,MIS-MEM-031,ATOM-MEM-LEAK-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:18,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-LEAK-002::prop-1,MIS-MEM-031,ATOM-MEM-LEAK-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:18,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-LEAK-002::prop-2,MIS-MEM-031,ATOM-MEM-LEAK-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:19,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-LEAK-002::prop-3,MIS-MEM-031,ATOM-MEM-LEAK-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:19,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-SHARED-001::prop-1,MIS-MEM-031,ATOM-MEM-SHARED-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:20,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-SHARED-001::prop-2,MIS-MEM-031,ATOM-MEM-SHARED-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:21,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-SHARED-001::prop-3,MIS-MEM-031,ATOM-MEM-SHARED-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:21,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-WEAK-001::prop-1,MIS-MEM-031,ATOM-MEM-WEAK-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:22,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-WEAK-001::prop-2,MIS-MEM-031,ATOM-MEM-WEAK-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:22,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-031->ATOM-MEM-WEAK-001::prop-3,MIS-MEM-031,ATOM-MEM-WEAK-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:23,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-032->ATOM-MEM-PERF-003::prop-1,MIS-MEM-032,ATOM-MEM-PERF-003::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:23,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-032->ATOM-MEM-PERF-003::prop-2,MIS-MEM-032,ATOM-MEM-PERF-003::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:24,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-032->ATOM-MEM-PERF-004::prop-1,MIS-MEM-032,ATOM-MEM-PERF-004::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:25,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-032->ATOM-MEM-PERF-004::prop-2,MIS-MEM-032,ATOM-MEM-PERF-004::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:25,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-032->ATOM-MEM-PERF-004::prop-3,MIS-MEM-032,ATOM-MEM-PERF-004::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:26,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-002->ATOM-UB-GRAY-001::prop-1,MIS-UB-002,ATOM-UB-GRAY-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:26,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-002->ATOM-UB-GRAY-001::prop-2,MIS-UB-002,ATOM-UB-GRAY-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:27,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-003->ATOM-UB-GRAY-001::prop-1,MIS-UB-003,ATOM-UB-GRAY-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:27,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-003->ATOM-UB-GRAY-001::prop-2,MIS-UB-003,ATOM-UB-GRAY-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:28,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-012->ATOM-UB-GRAY-001::prop-1,MIS-UB-012,ATOM-UB-GRAY-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:29,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-012->ATOM-UB-GRAY-001::prop-2,MIS-UB-012,ATOM-UB-GRAY-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:29,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-013->ATOM-UB-GRAY-001::prop-1,MIS-UB-013,ATOM-UB-GRAY-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:30,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-013->ATOM-UB-GRAY-001::prop-2,MIS-UB-013,ATOM-UB-GRAY-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:30,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-015->ATOM-UB-GRAY-001::prop-1,MIS-UB-015,ATOM-UB-GRAY-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:31,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-UB-015->ATOM-UB-GRAY-001::prop-2,MIS-UB-015,ATOM-UB-GRAY-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:18:31,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
